31
30
-0.360503;-0.0502462;0.0194522;0.931201;-1.37627e+07;1.31422e+08;-1.40293e+08;-0.107812;-0.738739;0;
-0.367036;-0.0464819;0.0183671;0.928863;-1.43379e+07;1.32976e+08;-1.42901e+08;-0.1;-0.752628;0;
-0.373375;-0.051177;0.0206344;0.926038;-4.81733e+06;6.34611e+07;-6.94404e+07;-0.110417;-0.766517;0;
-0.367421;-0.0186477;0.00736855;0.929839;-769982;2.09164e+07;-2.51666e+07;-0.0401042;-0.752628;0;
-0.244067;-0.0308039;0.00775683;0.969238;108008;8.48862e+06;-7.74514e+06;-0.0635417;-0.493369;0;
-0.157932;-0.0390756;0.00625475;0.986657;373434;7.05206e+06;-4.25424e+06;-0.0791667;-0.317443;0;
-0.118999;-0.0379996;0.00455766;0.992156;521345;6.48147e+06;-2.12047e+06;-0.0765625;-0.238739;0;
-0.0867655;-0.0446075;0.00388897;0.995222;615368;6.28029e+06;-1.04581e+06;-0.0895834;-0.173924;0;
-0.0336588;-0.0577474;0.00194807;0.997762;627193;6.27266e+06;-942190;-0.115625;-0.067443;0;
-0.0670628;-0.315801;0.022383;0.946188;648955;6.27438e+06;-899456;-0.644271;-0.141517;0;
-0.0774886;-0.244599;0.0196142;0.966324;650668;6.27399e+06;-896811;-0.495833;-0.160036;0;
-0.102133;-0.24151;0.0255695;0.96467;650865;6.27398e+06;-896467;-0.490625;-0.210961;0;
-0.0841133;-0.248228;0.0216411;0.9648;651102;6.27399e+06;-896068;-0.503646;-0.173924;0;
-0.0391811;-0.266561;0.0108459;0.96296;651268;6.27401e+06;-895804;-0.540105;-0.0813314;0;
0.0322489;-0.260356;-0.00870132;0.964935;651632;6.27405e+06;-895213;-0.527084;0.0668168;0;
-0.100693;-0.398;0.0440018;0.91078;652814;6.27405e+06;-894440;-0.82396;-0.22022;0;
0.0479363;-0.708413;-0.0483392;0.702508;829881;6.30204e+06;-716730;-1.57917;0.136261;0;
0.0916927;-0.44754;-0.0461936;0.888351;1.3331e+07;7.91675e+06;-1.4672e+07;-0.933346;0.205705;0;
0.0811792;-0.404778;-0.0361058;0.910089;2.40165e+07;1.09124e+07;-6.27388e+06;-0.836988;0.177927;0;
0.0885507;-0.534079;-0.0563757;0.838892;2.66047e+07;1.1785e+07;-1.85971e+06;-1.13386;0.210335;0;
0.117717;-0.530712;-0.0747291;0.836004;2.84352e+07;1.21018e+07;-935974;-1.13126;0.279779;0;
0.26597;-0.53221;-0.180744;0.783163;2.85076e+07;1.21338e+07;-903408;-1.19376;0.654779;0;
0.501081;-0.425734;-0.310819;0.686338;2.85169e+07;1.2149e+07;-899551;-1.11042;1.26126;0;
0.49465;-0.422765;-0.29974;0.697673;2.8517e+07;1.21494e+07;-899477;-1.08959;1.23348;0;
0.490929;-0.412119;-0.283675;0.713215;2.85171e+07;1.21494e+07;-899614;-1.04792;1.2057;0;
0.463205;-0.472565;-0.323672;0.676284;2.85172e+07;1.21496e+07;-899589;-1.2198;1.20108;0;
0.481102;-0.441862;-0.307173;0.692057;2.85172e+07;1.21497e+07;-899591;-1.13646;1.21496;0;
0.530773;-0.404332;-0.318801;0.673173;2.85171e+07;1.21496e+07;-899464;-1.08177;1.33533;0;
0.435979;-0.361065;-0.196635;0.800555;2.82373e+07;1.12865e+07;-1.1011e+06;-0.847401;0.99737;0;
0.261146;-0.0683075;-0.0185294;0.962701;2.76149e+07;5.71414e+06;-1.01732e+07;-0.141671;0.529779;0;
0.196422;0.0224661;0.00450173;0.980252;3.011e+07;-2.13623e+07;-7.37784e+07;0.0458294;0.395519;0;
